"X1","X2","bigram","label"
"botins","lawyer","botins lawyer","business"
"lawyer","introduced","lawyer introduced","business"
"introduced","set","introduced set","business"
"set","documents","set documents","business"
"documents","day","documents day","business"
"day","testimony","day testimony","business"
"testimony","set","testimony set","business"
"set","begin","set begin","business"
"begin","threejudge","begin threejudge","business"
"threejudge","panel","threejudge panel","business"
"panel","prosecution","panel prosecution","business"
"prosecution","lawyers","prosecution lawyers","business"
"lawyers","monday","lawyers monday","business"
"monday","study","monday study","business"
"study","documents","study documents","business"
"documents","trial","documents trial","business"
"trial","reconvened","trial reconvened","business"
"reconvened","highprofile","reconvened highprofile","business"
"highprofile","santander","highprofile santander","business"
"santander","shareholders","santander shareholders","business"
"shareholders","filed","shareholders filed","business"
"filed","criminal","filed criminal","business"
"criminal","complaint","criminal complaint","business"
"complaint","payments","complaint payments","business"
"payments","jose","payments jose","business"
"jose","maria","jose maria","business"
"maria","amusategui","maria amusategui","business"
"amusategui","angel","amusategui angel","business"
"angel","corcostegui","angel corcostegui","business"
"corcostegui","stepped","corcostegui stepped","business"
"stepped","executives","stepped executives","business"
"executives","helped","executives helped","business"
"helped","botin","helped botin","business"
"botin","orchestrate","botin orchestrate","business"
"orchestrate","spains","orchestrate spains","business"
"spains","biggest","spains biggest","business"
"biggest","bank","biggest bank","business"
"bank","merger","bank merger","business"
"merger","santander","merger santander","business"
"santander","banco","santander banco","business"
"banco","central","banco central","business"
"central","hispano","central hispano","business"
"hispano","arrived","hispano arrived","business"
"arrived","spains","arrived spains","business"
"spains","court","spains court","business"
"court","earlier","court earlier","business"
"earlier","wednesday","earlier wednesday","business"
"wednesday","botin","wednesday botin","business"
"botin","greeted","botin greeted","business"
"greeted","waiting","greeted waiting","business"
"waiting","media","waiting media","business"
"media","faith","media faith","business"
"faith","justice","faith justice","business"
"justice","santanders","justice santanders","business"
"santanders","board","santanders board","business"
"board","governors","board governors","business"
"governors","strongly","governors strongly","business"
"strongly","reject","strongly reject","business"
"reject","charges","reject charges","business"
"charges","chairman","charges chairman","business"
"chairman","payouts","chairman payouts","business"
"payouts","legal","payouts legal","business"
"legal","unanimous","legal unanimous","business"
"unanimous","support","unanimous support","business"
"support","convicted","support convicted","business"
"convicted","botin","convicted botin","business"
"botin","prison","botin prison","business"
"prison","term","prison term","business"
"term","corcostegui","term corcostegui","business"
"corcostegui","ceo","corcostegui ceo","business"
"ceo","santander","ceo santander","business"
"santander","court","santander court","business"
"court","evidence","court evidence","business"
"evidence","admitted","evidence admitted","business"
